2025-03-03 14:19:28,080 - ProgramSummaryTracker - INFO - Program Summary Tracker initialized. Saving reports to: KnowledgeBase/MediaCoverageAnalytics/KnowledgeBase/CompanyProfile/NewsAcrylnagelproducten/ProgramSummaries
2025-03-03 14:19:28,081 - ProgramSummaryTracker - INFO - All classes and functions patched successfully
2025-03-03 14:19:29,121 - ProgramSummaryTracker - INFO - Recorded operation: process_article
2025-03-03 14:20:06,697 - ProgramSummaryTracker - INFO - Recorded chatbot call: chatgpt-4o-latest, tokens: 256 in, 1917 out
2025-03-03 14:23:43,870 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1131 in, 11 out
2025-03-03 14:23:45,414 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1123 in, 13 out
2025-03-03 14:23:46,384 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1108 in, 8 out
2025-03-03 14:23:47,359 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1113 in, 13 out
2025-03-03 14:23:48,265 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1116 in, 11 out
2025-03-03 14:23:49,203 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1114 in, 8 out
2025-03-03 14:23:50,074 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1110 in, 8 out
2025-03-03 14:23:51,113 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1108 in, 11 out
2025-03-03 14:23:52,049 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1100 in, 11 out
2025-03-03 14:23:53,107 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1112 in, 11 out
2025-03-03 14:23:54,402 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1111 in, 8 out
2025-03-03 14:23:55,893 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1114 in, 8 out
2025-03-03 14:23:57,123 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1114 in, 13 out
2025-03-03 14:23:58,273 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1123 in, 8 out
2025-03-03 14:23:59,674 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1097 in, 13 out
2025-03-03 14:24:00,672 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1113 in, 11 out
2025-03-03 14:24:01,593 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1118 in, 11 out
2025-03-03 14:24:02,546 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1125 in, 11 out
2025-03-03 14:24:03,679 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1108 in, 11 out
2025-03-03 14:24:04,735 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1116 in, 11 out
2025-03-03 14:24:05,688 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1123 in, 9 out
2025-03-03 14:24:06,649 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1109 in, 11 out
2025-03-03 14:24:07,638 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1116 in, 11 out
2025-03-03 14:24:08,544 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1123 in, 11 out
2025-03-03 14:24:09,517 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1110 in, 9 out
2025-03-03 14:24:10,745 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1121 in, 8 out
2025-03-03 14:24:11,936 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1102 in, 9 out
2025-03-03 14:24:12,893 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1106 in, 9 out
2025-03-03 14:24:14,291 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1118 in, 13 out
2025-03-03 14:24:15,212 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1117 in, 8 out
2025-03-03 14:24:16,235 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1124 in, 8 out
2025-03-03 14:24:17,364 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1125 in, 9 out
2025-03-03 14:24:18,604 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1115 in, 11 out
2025-03-03 14:24:19,616 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1115 in, 8 out
2025-03-03 14:24:21,356 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1119 in, 13 out
2025-03-03 14:24:22,612 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1111 in, 9 out
2025-03-03 14:24:23,656 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1117 in, 15 out
2025-03-03 14:24:24,564 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1104 in, 13 out
2025-03-03 14:24:25,554 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1115 in, 8 out
2025-03-03 14:24:26,474 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1108 in, 11 out
2025-03-03 14:24:27,399 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1120 in, 11 out
2025-03-03 14:24:28,395 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1119 in, 9 out
2025-03-03 14:24:29,345 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1108 in, 8 out
2025-03-03 14:24:30,256 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1120 in, 11 out
2025-03-03 14:24:31,288 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1093 in, 13 out
2025-03-03 14:24:32,212 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1097 in, 9 out
2025-03-03 14:24:33,425 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1109 in, 15 out
2025-03-03 14:24:34,361 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1098 in, 11 out
2025-03-03 14:24:35,346 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1103 in, 11 out
2025-03-03 14:24:36,728 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1106 in, 11 out
2025-03-03 14:24:37,849 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1103 in, 8 out
2025-03-03 14:24:38,900 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1111 in, 16 out
2025-03-03 14:24:40,098 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1097 in, 11 out
2025-03-03 14:24:41,836 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1105 in, 8 out
2025-03-03 14:24:43,066 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1112 in, 11 out
2025-03-03 14:24:44,091 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1102 in, 11 out
2025-03-03 14:24:59,757 - ProgramSummaryTracker - INFO - Recorded chatbot call: chatgpt-4o-latest, tokens: 5168 in, 1816 out
2025-03-03 14:25:15,020 - ProgramSummaryTracker - INFO - Recorded chatbot call: chatgpt-4o-latest, tokens: 6007 in, 1724 out
2025-03-03 14:25:36,624 - ProgramSummaryTracker - INFO - Recorded chatbot call: chatgpt-4o-latest, tokens: 7671 in, 1899 out
2025-03-03 14:25:56,228 - ProgramSummaryTracker - INFO - Recorded chatbot call: chatgpt-4o-latest, tokens: 9530 in, 1677 out
2025-03-03 14:26:04,324 - ProgramSummaryTracker - INFO - Recorded chatbot call: chatgpt-4o-latest, tokens: 7316 in, 722 out
2025-03-03 14:26:16,688 - ProgramSummaryTracker - INFO - Recorded chatbot call: chatgpt-4o-latest, tokens: 7432 in, 992 out
2025-03-03 14:26:24,581 - ProgramSummaryTracker - INFO - Recorded chatbot call: chatgpt-4o-latest, tokens: 8834 in, 616 out
2025-03-03 14:26:29,139 - ProgramSummaryTracker - INFO - Recorded chatbot call: chatgpt-4o-latest, tokens: 139 in, 462 out
2025-03-03 14:26:30,382 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 41 in, 12 out
2025-03-03 14:26:31,918 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 105 in, 76 out
2025-03-03 14:26:32,635 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 39 in, 9 out
2025-03-03 14:26:34,212 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 96 in, 67 out
2025-03-03 14:26:35,301 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 39 in, 10 out
2025-03-03 14:26:36,865 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 82 in, 53 out
2025-03-03 14:26:37,979 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 43 in, 14 out
2025-03-03 14:26:39,319 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 90 in, 61 out
2025-03-03 14:26:40,725 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 40 in, 10 out
2025-03-03 14:26:41,850 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 81 in, 51 out
2025-03-03 14:26:42,926 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 42 in, 12 out
2025-03-03 14:26:44,317 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 84 in, 55 out
2025-03-03 14:26:45,145 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 38 in, 9 out
2025-03-03 14:26:46,968 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 95 in, 66 out
2025-03-03 14:26:49,138 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 46 in, 16 out
2025-03-03 14:26:51,098 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 90 in, 61 out
2025-03-03 14:26:56,701 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 491 in, 539 out
2025-03-03 14:27:13,605 - ProgramSummaryTracker - INFO - Recorded chatbot call: chatgpt-4o-latest, tokens: 9930 in, 662 out
2025-03-03 14:27:23,531 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 1022 in, 992 out
2025-03-03 14:29:37,587 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 7289 in, 5600 out
2025-03-03 14:29:47,787 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 691 in, 666 out
2025-03-03 14:29:57,235 - ProgramSummaryTracker - INFO - Recorded chatbot call: gpt-4o-mini, tokens: 751 in, 723 out
2025-03-03 14:29:57,839 - ProgramSummaryTracker - INFO - Generated summary report: KnowledgeBase/MediaCoverageAnalytics/KnowledgeBase/CompanyProfile/NewsAcrylnagelproducten/ProgramSummaries/ProgramSummary_20250303_142957.md
2025-03-03 14:29:57,841 - ProgramSummaryTracker - INFO - Saved raw tracking data: KnowledgeBase/MediaCoverageAnalytics/KnowledgeBase/CompanyProfile/NewsAcrylnagelproducten/ProgramSummaries/ProgramSummaryData_20250303_142957.json
